decision	ogid	ark	title	creator	reason
reject	le-roy-edouard-1870-06-18	https://gallica.bnf.fr/ark:/12148/bpt6k15131584	Mémoire sur les travaux qui ont rapport à l'exploitation de 	Leroy, Paul-Marie (1733?-1795). Auteur du texte	given-name mismatch
reject	le-roy-eugene-1836-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k15131584	Mémoire sur les travaux qui ont rapport à l'exploitation de 	Leroy, Paul-Marie (1733?-1795). Auteur du texte	given-name mismatch
reject	leroy-pierre-1900-08-24	https://gallica.bnf.fr/ark:/12148/bpt6k15131584	Mémoire sur les travaux qui ont rapport à l'exploitation de 	Leroy, Paul-Marie (1733?-1795). Auteur du texte	given-name mismatch
reject	devaux-pierre-1897-01-02	https://gallica.bnf.fr/ark:/12148/bpt6k78004q	De l'instruction obligatoire comme remède aux maux sociaux :	Devaux, Paul (1801-1880). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k5724104g	Mémoire sur un cas de luxation traumatique de la seconde ver	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k5462833c	Mémoire sur les mouvements de flexion et d'inclinaison de la	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	le-franc-marie-1879-10-04	https://gallica.bnf.fr/ark:/12148/bd6t5374910h	Mémoire présenté à l'Académie royale de Metz, sur cette ques	Lefranc, Émile (1798-1854). Auteur du texte	given-name mismatch
reject	guillaumin-emile-1873-11-10	https://gallica.bnf.fr/ark:/12148/bpt6k28163g	Mémoire à l'appui d'un placet présenté à l'Empereur sur la q	Guillaumin, Augustin (1802-1881). Auteur du texte	given-name mismatch
reject	petit-henri-1900-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k6138625n	Lettre à M. le Président de l'Académie impériale de médecine	Petit, Charles (1797-1856). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k57237062	Premier mémoire sur le traitement des déviations de l'épine 	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	allard-maurice-1860-05-01	https://gallica.bnf.fr/ark:/12148/bpt6k5510845t	Dépréciation des richesses : mémoire lu à l'Académie des sci	Allard, Alphonse (1831-1900). Auteur du texte	given-name mismatch
reject	le-bidois-robert-1897-10-08	https://gallica.bnf.fr/ark:/12148/bpt6k6580528d	Renseignements sur les caractères distinctifs des bonnes et 	Le Bidois, Joseph Isidore (1795-1864). Auteur du texte	given-name mismatch
reject	durand-oswald-1888-02-09	https://gallica.bnf.fr/ark:/12148/bd6t5386435b	Traité historique des eaux et bains de Plombières, de Bourbo	Durand, Léopold (1666-1749). Auteur du texte	given-name mismatch
reject	bertrand-louis-1866-03-25	https://gallica.bnf.fr/ark:/12148/bpt6k6305464s	Notice historique sur la distribution des décorations de la 	Bertrand, Pierre-Jean-Baptiste (1782-1844). Auteur du texte	given-name mismatch
reject	le-roy-edouard-1870-06-18	https://gallica.bnf.fr/ark:/12148/bpt6k5784167n	La presse devant les Conseils de guerre à l'île de la Réunio	Le Roy, Édouard (1847-1919). Auteur du texte	year mismatch (1847 vs 1870)
reject	le-roy-eugene-1836-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k5784167n	La presse devant les Conseils de guerre à l'île de la Réunio	Le Roy, Édouard (1847-1919). Auteur du texte	given-name mismatch
reject	leroy-pierre-1900-08-24	https://gallica.bnf.fr/ark:/12148/bpt6k5784167n	La presse devant les Conseils de guerre à l'île de la Réunio	Le Roy, Édouard (1847-1919). Auteur du texte	given-name mismatch
reject	durand-oswald-1888-02-09	https://gallica.bnf.fr/ark:/12148/bpt6k9628629v	Instituts au droit coutumier du duché de Bourgogne . Avec le	Durand, Bernard (1556?-1621). Auteur du texte	given-name mismatch
reject	silvestre-charles-1889-02-02	https://gallica.bnf.fr/ark:/12148/bpt6k30788490	Mémoire et instruction sur les troupeaux de progression, c'e	Silvestre, Augustin-François de (1762-1851). Auteur du texte	given-name mismatch
reject	tardieu-charles-1838-02-09	https://gallica.bnf.fr/ark:/12148/bpt6k6568982h	Mémoire sur la coralline, et sur le danger que présente l'em	Tardieu, Ambroise (1818-1879). Auteur du texte	given-name mismatch
reject	tardieu-charles-1838-02-09	https://gallica.bnf.fr/ark:/12148/bpt6k9737617v	Dictionnaire iconographique de l'ancienne Auvergne, c'est-à-	Tardieu, Ambroise (1840-1912). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k3040689h	Mémoire pour servir à l'histoire des Cacouacs [par J.-N. Mor	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	given-name mismatch
reject	allard-maurice-1860-05-01	https://gallica.bnf.fr/ark:/12148/bpt6k9616338w	Mémoire sur l'intensité et la portée des phares : comprenant	Allard, Émile (1818-1892). Auteur du texte	given-name mismatch
reject	bernard-charles-1804-02-25	https://gallica.bnf.fr/ark:/12148/bpt6k3052687k	Quelle est la meilleure manière de cultiver l'amandier et qu	Bernard, Pons-Joseph (1748-1816). Auteur du texte	given-name mismatch
reject	bernard-jean-1888-07-30	https://gallica.bnf.fr/ark:/12148/bpt6k3052687k	Quelle est la meilleure manière de cultiver l'amandier et qu	Bernard, Pons-Joseph (1748-1816). Auteur du texte	given-name mismatch
reject	bernard-tristan-1866-09-07	https://gallica.bnf.fr/ark:/12148/bpt6k3052687k	Quelle est la meilleure manière de cultiver l'amandier et qu	Bernard, Pons-Joseph (1748-1816). Auteur du texte	given-name mismatch
reject	bourgeois-pierre-1898-12-04	https://gallica.bnf.fr/ark:/12148/bpt6k83039c	Voyages intéressans dans différentes colonies françaises, es	Bourgeois, Nicolas-Louis (1710?-1776?). Auteur du texte	given-name mismatch
reject	le-roy-edouard-1870-06-18	https://gallica.bnf.fr/ark:/12148/bpt6k1518514w	Voyage fait par ordre du roi en 1768, pour éprouver les mont	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	le-roy-eugene-1836-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k1518514w	Voyage fait par ordre du roi en 1768, pour éprouver les mont	Le Roy, Pierre (1717-1785). Auteur du texte	given-name mismatch
reject	leroy-pierre-1900-08-24	https://gallica.bnf.fr/ark:/12148/bpt6k1518514w	Voyage fait par ordre du roi en 1768, pour éprouver les mont	Le Roy, Pierre (1717-1785). Auteur du texte	year mismatch (1717 vs 1900)
reject	brochard-victor-1848-06-29	https://gallica.bnf.fr/ark:/12148/bd6t54186095k	Du Mode de propagation du choléra et de la nature contagieus	Brochard, André-Théodore (1810-1883). Auteur du texte	given-name mismatch
reject	silvestre-charles-1889-02-02	https://gallica.bnf.fr/ark:/12148/bpt6k840520t	A Messieurs de la Cour impériale de Paris, 1 ° chambre, audi	Silvestre, Théophile (1823-1876). Auteur du texte	given-name mismatch
reject	petit-henri-1900-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k5829152b	Exposé d'un Rapport fait à l'Académie de médecine... sur une	Petit, Charles (1797-1856). Auteur du texte	given-name mismatch
reject	roux-francois-1897-03-09	https://gallica.bnf.fr/ark:/12148/bpt6k56129028	Mémoire et observations sur la réunion immédiate de la plaie	Roux, Philibert-Joseph (1780-1854). Auteur du texte	given-name mismatch
reject	janin-jules-1804-02-16	https://gallica.bnf.fr/ark:/12148/bpt6k9600720f	Réflexions sur le triste sort des personnes, qui sous une ap	Janin, Jean (1731-1765). Auteur du texte	given-name mismatch
reject	bailly-jules-1832-12-13	https://gallica.bnf.fr/ark:/12148/bpt6k6462252v	Pompe funèbre a la mémoire du T. Ill. F. Nicolas Frété , Off	Bailly, Antoine (1780-1848). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k8728838j	Les Vies des saints dont on fait l'office dans le cours de l	Martin, Simon (1595-1653 ; minime). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k8728838j	Les Vies des saints dont on fait l'office dans le cours de l	Martin, Simon (1595-1653 ; minime). Auteur du texte	given-name mismatch
accept	dhotel-andre-1900-09-01	https://gallica.bnf.fr/ark:/12148/bpt6k10037683	Mémoires de Sébastien / par André Dhôtel	Dhôtel, André (1900-1991). Auteur du texte	creator+year+memoir-title
accept	carcopino-jerome-1881-06-27	https://gallica.bnf.fr/ark:/12148/bpt6k3357774k	Souvenirs romains / Jérôme Carcopino,...	Carcopino, Jérôme (1881-1970). Auteur du texte	creator+year+memoir-title
reject	jullian-camille-1859-03-15	https://gallica.bnf.fr/ark:/12148/bpt6k3349237x	Mémoires d'une bergère / texte et dessins de Philippe Jullia	Jullian, Philippe (1919-1977). Auteur du texte	given-name mismatch
reject	arnoux-alexandre-1884-02-27	https://gallica.bnf.fr/ark:/12148/bpt6k3335380r	Les loups de la mal'côte : mémoires d'un barreur / Pierre Ar	Arnoux, Pierre (1930-2018). Auteur du texte	given-name mismatch
reject	cohen-gustave-1879-12-24	https://gallica.bnf.fr/ark:/12148/bpt6k48050431	Crème et châtiment : mémoires d'un entarteur : entretiens av	Cohen, Marc (1958-....). Auteur du texte	given-name mismatch
reject	cohen-joseph-1886-01-02	https://gallica.bnf.fr/ark:/12148/bpt6k48050431	Crème et châtiment : mémoires d'un entarteur : entretiens av	Cohen, Marc (1958-....). Auteur du texte	given-name mismatch
accept	siegfried-andre-1875-04-21	https://gallica.bnf.fr/ark:/12148/bpt6k3390170s	Mes souvenirs d'enfance / André Siegfried	Siegfried, André (1875-1959). Auteur du texte	creator+year+memoir-title
reject	dumesnil-rene-1879-06-19	https://gallica.bnf.fr/ark:/12148/bpt6k8152v	Mémoires en réponse aux mémoires d'Hippolyte Clairon ([Repro	Dumesnil, Marie-Françoise (1713-1803). Auteur du texte	given-name mismatch
accept	maynial-edouard-1879-12-09	https://gallica.bnf.fr/ark:/12148/bpt6k34026660	Casanova après les "Mémoires" : la fin d'un aventurier / Édo	Maynial, Édouard (1879-1966). Auteur du texte	creator+year+memoir-title
reject	borel-henri-1869-11-23	https://gallica.bnf.fr/ark:/12148/bpt6k3393125w	Souvenirs d'un vieux colonialiste / Marius Borel	Borel, Marius (1872-1962). Auteur du texte	given-name mismatch
accept	gebhart-emile-1839-07-19	https://gallica.bnf.fr/ark:/12148/bd6t5776794j	Souvenirs d'un vieil Athénien / Emile Gebhart,...	Gebhart, Émile (1839-1908). Auteur du texte	creator+year+memoir-title
reject	lacroix-francis-1895-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k44881s	Mémoires pour servir à l'histoire de la révolution de Saint-	Lacroix, Pamphile de (1774-1841). Auteur du texte / Autrice 	given-name mismatch
accept	chevrillon-andre-1864-05-03	https://gallica.bnf.fr/ark:/12148/bpt6k10037119	Portrait de Taine : souvenirs... ([8e éd.]) / André Chevrill	Chevrillon, André (1864-1957). Auteur du texte	creator+year+memoir-title
accept	grancher-marcel-1897-08-12	https://gallica.bnf.fr/ark:/12148/bpt6k33926207	La fin des haricots : souvenirs / Marcel E. Grancher,...	Grancher, Marcel Étienne (1897-1976). Auteur du texte	creator+year+memoir-title
accept	carcopino-jerome-1881-06-27	https://gallica.bnf.fr/ark:/12148/bpt6k33574964	Souvenirs de sept ans : 1937-1944 / Jérôme Carcopino	Carcopino, Jérôme (1881-1970). Auteur du texte	creator+year+memoir-title
reject	bernard-charles-1804-02-25	https://gallica.bnf.fr/ark:/12148/bpt6k3336582k	Égratignures : souvenirs d'un gone mal léché / Jacques Berna	Bernard, Jacques (1940-....). Auteur du texte	given-name mismatch
reject	bernard-jean-1888-07-30	https://gallica.bnf.fr/ark:/12148/bpt6k3336582k	Égratignures : souvenirs d'un gone mal léché / Jacques Berna	Bernard, Jacques (1940-....). Auteur du texte	given-name mismatch
reject	bernard-tristan-1866-09-07	https://gallica.bnf.fr/ark:/12148/bpt6k3336582k	Égratignures : souvenirs d'un gone mal léché / Jacques Berna	Bernard, Jacques (1940-....). Auteur du texte	given-name mismatch
reject	frederix-gustave-1834-05-20	https://gallica.bnf.fr/ark:/12148/bpt6k3348672f	Souvenirs du tir aux hommes (3e édition) / Pierre Frédérix	Frédérix, Pierre (1897-1970). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k3386453w	Gérardmer cité martyre... : souvenirs et documents (2e éditi	Martin, Gilbert (1913-2002). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k3386453w	Gérardmer cité martyre... : souvenirs et documents (2e éditi	Martin, Gilbert (1913-2002). Auteur du texte	given-name mismatch
accept	guirec-jean-charton-1898-07-31	https://gallica.bnf.fr/ark:/12148/bpt6k33945319	La belle comédie : récit, souvenirs littéraires, 1919-1939 /	Guirec, Jean (1898-1988). Auteur du texte	creator+year+memoir-title
accept	marbo-camille-1883-04-11	https://gallica.bnf.fr/ark:/12148/bpt6k3359085k	A travers deux siècles : souvenirs et rencontres (1883-1967)	Marbo, Camille (1883-1969). Auteur du texte	creator+year+memoir-title
reject	madaule-jacques-1898-10-11	https://gallica.bnf.fr/ark:/12148/bpt6k33631734	L'arbre planté : souvenirs et documents / Pierre Madaule ; p	Madaule, Pierre (1922-2006). Auteur du texte	given-name mismatch
accept	harcourt-robert-1881-11-23	https://gallica.bnf.fr/ark:/12148/bpt6k3380747b	Souvenirs de captivité et d'évasions (Édition définitive) / 	Harcourt, Robert d' (1881-1965). Auteur du texte	creator+year+memoir-title
reject	lemaitre-jules-1853-04-27	https://gallica.bnf.fr/ark:/12148/bpt6k87824	Souvenirs publiés par son fils (Reprod. en fac-sim.) / Frédé	Lemaître, Frédérick (1800-1876). Auteur du texte	given-name mismatch
accept	harcourt-robert-1881-11-23	https://gallica.bnf.fr/ark:/12148/bpt6k3368385k	Souvenirs de captivité et d'évasion : 1915-1918 / Robert d'H	Harcourt, Robert d' (1881-1965). Auteur du texte	creator+year+memoir-title
reject	pivert-marceau-1895-10-02	https://gallica.bnf.fr/ark:/12148/bpt6k3384597s	Le Parti socialiste et ses hommes : souvenirs d'un militant 	Pivert, Charles (1899-1981). Auteur du texte	given-name mismatch
accept	dekobra-maurice-1885-05-26	https://gallica.bnf.fr/ark:/12148/bpt6k3382855v	Sous le signe du cobra : mes souvenirs de globe-trotter / Ma	Dekobra, Maurice (1885-1973). Auteur du texte	creator+year+memoir-title
accept	hillairet-jacques-coussillan-1886-07-31	https://gallica.bnf.fr/ark:/12148/bpt6k3336063h	Le palais du Louvre : sa vie, ses grands souvenirs historiqu	Hillairet, Jacques (1886-1984). Auteur du texte	creator+year+memoir-title
accept	arnoux-alexandre-1884-02-27	https://gallica.bnf.fr/ark:/12148/bpt6k3368994m	Moriana et Galvani : un intermède, des souvenirs de théâtre 	Arnoux, Alexandre (1884-1973). Auteur du texte	creator+year+memoir-title
reject	fabre-emile-1869-03-24	https://gallica.bnf.fr/ark:/12148/bpt6k99159x	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri (1823-1915). Auteur du texte	given-name mismatch
reject	fabre-ferdinand-1827-06-09	https://gallica.bnf.fr/ark:/12148/bpt6k99159x	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri (1823-1915). Auteur du texte	given-name mismatch
accept	lalou-rene-1889-09-03	https://gallica.bnf.fr/ark:/12148/bpt6k3347247p	Le Chef : confession lyrique / René Lalou	Lalou, René (1889-1960). Auteur du texte	creator+year+memoir-title
reject	jullian-camille-1859-03-15	https://gallica.bnf.fr/ark:/12148/bpt6k3357145s	Pilote d'essai["Double bang"], souvenirs écrits en collabora	Jullian, Marcel (1922-2004). Auteur du texte	given-name mismatch
accept	leautaud-paul-1872-01-18	https://gallica.bnf.fr/ark:/12148/bpt6k3370335g	Mélange : souvenirs de Basoche, ménagerie intime, amour, fem	Léautaud, Paul (1872-1956). Auteur du texte	creator+year+memoir-title
accept-MANUAL	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k6507482t	Les confessions : souvenirs d'un demi-siècle, 1830-1880. Tom	souvenirs d un demi-siecle, multi-vol autobiography
reject-MANUAL	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k241259c	Les confessions : souvenirs d'un demi-siècle 1830-1880 / Ars	edition-duplicate
accept-MANUAL	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k87468	Les confessions. Tome 1 / Arsène Houssaye	souvenirs d un demi-siecle, multi-vol autobiography
accept-MANUAL	quinet-edgar-1803-02-17	https://gallica.bnf.fr/ark:/12148/bpt6k9816878m	Oeuvres complètes d'Edgar Quinet ; 15. Histoire de mes idées	explicit autobiography
reject-MANUAL	bloy-leon-1846-07-11	https://gallica.bnf.fr/ark:/12148/bpt6k255557	Autobiographie d'une enfant / Bloy	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k56854863	Confessions d'un ouvrier / par Émile Souvestre	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k58467254	Confessions d'un ouvrier, publiées par Émile Souvestre	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k98181478	Confessions d'un ouvrier (Nouvelle édition) / publiées par É	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k2032453	Confessions d'un ouvrier (Nouv. éd.) / publ. par Emile Souve	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	gebhart-emile-1839-07-19	https://gallica.bnf.fr/ark:/12148/bpt6k1068836	Petits mémoires / Émile Gebhart,...	first-person short memoirs
reject-MANUAL	stapleaux-leopold-1831-10-16	https://gallica.bnf.fr/ark:/12148/bpt6k54257615	Mémoires secrets du Second empire	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	monselet-charles-1825-04-30	https://gallica.bnf.fr/ark:/12148/bpt6k370995	Petits mémoires littéraires / Charles Monselet	own literary memoirs
reject-MANUAL	soulie-frederic-1800-12-23	https://gallica.bnf.fr/ark:/12148/bpt6k5812738p	Les Mémoires du diable / Frédéric Soulié	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	sue-eugene-1804-01-26	https://gallica.bnf.fr/ark:/12148/bpt6k66141h	Mémoires d'un mari. 1 / Eugène Sue	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	soulie-frederic-1800-12-23	https://gallica.bnf.fr/ark:/12148/bpt6k2070145	Les mémoires du Diable / par Frédéric Soulié	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	bazin-rene-1853-12-26	https://gallica.bnf.fr/ark:/12148/bd6t54353087r	Mémoires d'une vieille fille / René Bazin,...	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k58139504	Le Droit chemin, confessions d'un ouvrier, publié par Émile 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	bernard-tristan-1866-09-07	https://gallica.bnf.fr/ark:/12148/bpt6k82677b	Mémoires d'un jeune homme rangé / Tristan Bernard	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	flammarion-camille-1842-02-26	https://gallica.bnf.fr/ark:/12148/bpt6k83470m	Mémoires biographiques et philosophiques d'un astronome / Ca	genuine autobiography of astronomer
reject-MANUAL	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k9681998m	Les derniers mémoires des autres / Jules Simon,... ; illustr	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k913090	Les mémoires d'un orphelin (2e édition) / par X. Marmier	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	goncourt-edmond-1822-05-26	https://gallica.bnf.fr/ark:/12148/bpt6k2026664	Journal des Goncourt : mémoires de la vie littéraire.... 1e 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	sue-eugene-1804-01-26	https://gallica.bnf.fr/ark:/12148/bpt6k56229407	Mathilde : mémoires d'une jeune femme. Tome 1 / par Eugène S	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	soulie-frederic-1800-12-23	https://gallica.bnf.fr/ark:/12148/bpt6k5739432n	Les mémoires du diable. Edition 4,Volume 2 / par Frédéric So	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	ajalbert-jean-1863-06-10	https://gallica.bnf.fr/ark:/12148/bpt6k4221142t	Mémoires en vrac : au temps du symbolisme, 1880-1890 / Jean 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	guillaumin-emile-1873-11-10	https://gallica.bnf.fr/ark:/12148/bd6t5413614k	La Vie d'un simple , mémoires d'un métayer. 2e édition	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	sarcey-francisque-1827-10-08	https://gallica.bnf.fr/ark:/12148/bpt6k6507585d	Souvenirs de jeunesse / Francisque Sarcey	youth memoirs
accept-MANUAL	lorrain-jean-1855-08-09	https://gallica.bnf.fr/ark:/12148/bpt6k82500g	Sensations et souvenirs / Jean Lorrain	personal impressions volume
reject-MANUAL	sue-eugene-1804-01-26	https://gallica.bnf.fr/ark:/12148/bpt6k5810511q	Oeuvres choisies de M. Eugène Süe. Fernand Duplessis, Mémoir	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	boissier-gaston-1823-08-15	https://gallica.bnf.fr/ark:/12148/bpt6k1091462f	De l'autorité des mémoires du duc de Saint-Simon / par G. Bo	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	monselet-charles-1825-04-30	https://gallica.bnf.fr/ark:/12148/bpt6k57318952	Mes souvenirs littéraires / par Charles Monselet	own literary memoirs
accept-MANUAL	descaves-lucien-1861-03-18	https://gallica.bnf.fr/ark:/12148/bpt6k3382280v	Souvenirs d'un ours / Lucien Descaves,...	first-person memoirs
reject-MANUAL	soulie-frederic-1800-12-23	https://gallica.bnf.fr/ark:/12148/bpt6k9612811q	Les mille et un romans. t. 2, Les mémoires du diable / par F	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	about-edmond-1828-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k62077112	Le fellah : souvenirs d'Égypte / Edmond About	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	hermant-abel-1862-02-03	https://gallica.bnf.fr/ark:/12148/bpt6k3385767n	Souvenirs de la vie mondaine / Abel Hermant,...	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k215323r	Souvenirs de jeunesse : 1830-1850 / Arsène Houssaye	youth memoirs (same work as WS — text source WS)
reject-MANUAL	gebhart-emile-1839-07-19	https://gallica.bnf.fr/ark:/12148/bpt6k107542s	Souvenirs d'un vieil Athénien / Emile Gebhart,...	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	hermant-abel-1862-02-03	https://gallica.bnf.fr/ark:/12148/bpt6k33515511	Les grands bourgeois : mémoires pour servir à l'histoire de 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	loisy-alfred-1857-02-28	https://gallica.bnf.fr/ark:/12148/bpt6k6555498f	Mémoires pour servir à l'histoire religieuse de notre temps.	own religious-history memoirs
reject-MANUAL	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k9681023s	Mémoires des autres / Jules Simon ; ill. de Noël Saunier ; g	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	sue-eugene-1804-01-26	https://gallica.bnf.fr/ark:/12148/bpt6k66115z	Les misères des enfants trouvés, ou Les mémoires d'un valet 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k2070111	Mémoires des autres / Jules Simon ; ill. de Noël Saunier ; g	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	laffitte-pierre-1823-02-21	https://gallica.bnf.fr/ark:/12148/bpt6k65101713	Testament d'Auguste Comte, avec les documents qui s'y rappor	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	comte-auguste-1798-01-19	https://gallica.bnf.fr/ark:/12148/bpt6k65101713	Testament d'Auguste Comte, avec les documents qui s'y rappor	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k9814356p	Souvenirs d'un voyageur (Nouvelle édition) / Xavier Marmier,	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k5812230n	Souvenirs d'un Bas-Breton, par Émile Souvestre	first-person Breton memoirs
reject-MANUAL	malot-hector-1830-05-20	https://gallica.bnf.fr/ark:/12148/bpt6k6114830v	Suzanne : souvenirs d'un blessé / par Hector Malot	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	about-edmond-1828-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k56628593	Nouvelles et souvenirs (3e éd.) / par Edmond About,...	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	tinan-jean-1874-01-19	https://gallica.bnf.fr/ark:/12148/bpt6k9763465t	Jean de Tinan : souvenirs et correspondance / André Lebey	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	about-edmond-1828-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k96247g	Nouvelles et souvenirs (3e éd.) / par Edmond About,...	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	hermant-abel-1862-02-03	https://gallica.bnf.fr/ark:/12148/bpt6k66378d	M. de Courpière marié (nouveaux souvenirs) / Abel Hermant	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	reclus-elisee-1830-03-15	https://gallica.bnf.fr/ark:/12148/bpt6k775296	Le Mississipi : études et souvenirs / [Signé : Élisée Reclus	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	sue-eugene-1804-01-26	https://gallica.bnf.fr/ark:/12148/bpt6k6551733w	Les misères des enfants trouvés, ou Les mémoires d'un valet 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	sue-eugene-1804-01-26	https://gallica.bnf.fr/ark:/12148/bpt6k6154207n	Mathilde, mémoires d'une jeune femme, par M. Eugène Süe. Nou	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	hermant-abel-1862-02-03	https://gallica.bnf.fr/ark:/12148/bd6t54169302b	Mémoires pour servir à l'histoire de la société. Les confide	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
